id,city_name,restaurant_url,restaurant_name,restaurant_cuisines,restaurant_locality,restaurant_rating,cost_for_two,count_of_ratings,offers
574,tezpur,https://www.swiggy.com/restaurants/meat-and-eat-ketekibari-tezpur-locality-tezpur-196677,Meat and Eat,"North Indian, Chinese",Tezpur Locality,3.9,₹250 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
575,thiruvananthapuram,https://www.swiggy.com/restaurants/kfc-vivekanand-nagar-kesavadasapuram-thiruvananthapuram-78948,KFC,"Burgers, Biryani, American, Snacks, Fast Food",Kesavadasapuram,4.2,₹400 for two,10K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
576,thiruvananthapuram,https://www.swiggy.com/restaurants/valiyakadayil-restaurant-peroorkada-thiruvananthapuram-77466,Valiyakadayil Restaurant,"Chinese, North Indian, South Indian, Ice Cream, Biryani",Peroorkada,4,₹250 for two,10K+ ratings,FLAT ₹125 OFF; 30% OFF UPTO ₹75; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
577,tezpur,https://www.swiggy.com/restaurants/inaya-mughlai-kamrupia-namghar-mahabhairab-tezpur-242403,Inaya Mughlai,"Biryani, Chinese, Indian, Mughlai, Tandoor",Mahabhairab,4,₹200 for two,1K+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
578,thiruvananthapuram,https://www.swiggy.com/restaurants/the-belgian-waffle-co-sasthamangalam-thiruvananthapuram-252489,The Belgian Waffle Co.,"Waffle, Desserts, Ice Cream, Beverages",Sasthamangalam,4.5,₹200 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
579,tezpur,https://www.swiggy.com/restaurants/the-chocolate-room-mahabhairab-tezpur-locality-tezpur-236400,The Chocolate Room,"Italian, Mexican",Tezpur Locality,3.6,₹250 for two,100+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
580,tezpur,https://www.swiggy.com/restaurants/shawarma-hut-main-road-tezpur-locality-tezpur-592328,Shawarma Hut,"Arabian, Fast Food, Snacks, Beverages",Tezpur Locality,3.9,₹350 for two,50+ ratings,20% OFF UPTO ₹50; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
581,tezpur,https://www.swiggy.com/restaurants/laziz-pizza-ketekibari-main-road-tezpur-tezpur-467219,Laziz Pizza,"Pizzas, Beverages",Tezpur,3.6,₹250 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
582,thanjavur,https://www.swiggy.com/restaurants/drunken-monkey-new-housing-unit-new-bus-stand-road-thanjavur-591651,Drunken Monkey,"Beverages, Juices",New Bus Stand Road,4.6,₹350 for two,50+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
583,thanjavur,https://www.swiggy.com/restaurants/banana-leaf-ac-restaurant-trichy-main-road-annai-sathya-nagar-thanjavur-106784,Banana Leaf AC Restaurant,"Chinese, North Indian, South Indian, Ice Cream, Biryani",Annai Sathya Nagar,4,₹350 for two,10K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
584,thanjavur,https://www.swiggy.com/restaurants/topi-vappa-biriyani-kurunji-street-new-bus-stand-road-thanjavur-641511,Topi Vappa Biriyani,"Biryani, North Indian, Chinese, Snacks, Sweets, Beverages",New Bus Stand Road,4,₹300 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
585,thanjavur,https://www.swiggy.com/restaurants/tea-time-voc-nagar-south-rampart-thanjavur-480900,Tea Time,"Beverages, Snacks",South Rampart,4.1,₹100 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
586,thanjavur,https://www.swiggy.com/restaurants/kfc-petha-perumal-colony-annai-sathya-nagar-thanjavur-233800,KFC,"Burgers, Biryani, American, Snacks, Fast Food",Annai Sathya Nagar,4.2,₹400 for two,5K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
587,thanjavur,https://www.swiggy.com/restaurants/moorthys-evening-treat-saradha-nagar-avp-azhagammal-nagar-thanjavur-225786,Moorthys Evening Treat,Pizzas,AVP Azhagammal Nagar,4.1,₹300 for two,1K+ ratings,50% OFF UPTO ₹100; Free Free Delight; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
588,thanjavur,https://www.swiggy.com/restaurants/dominos-pizza-gandhiji-road-south-rampart-thanjavur-104649,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",South Rampart,4.3,₹400 for two,1K+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
589,thanjavur,https://www.swiggy.com/restaurants/lassi-house-eliza-nagar-eiswari-nagar-thanjavur-457642,Lassi House,Ice Cream,Eiswari Nagar,4.3,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
590,tezpur,https://www.swiggy.com/restaurants/7th-heaven-nikamul-mazgaon-paruwa-chariali-tezpur-453069,7th Heaven,"Pizzas, Beverages",Paruwa Chariali,4.2,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
591,thanjavur,https://www.swiggy.com/restaurants/hotel-kannappa-daniel-thomas-nagar-avp-azhagammal-nagar-thanjavur-356397,Hotel Kannappa,"Chinese, North Indian, South Indian, Biryani",AVP Azhagammal Nagar,4.2,₹250 for two,10K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
592,theni,https://www.swiggy.com/restaurants/saraswathy-villas-madurai-road-theni-locality-theni-409984,Saraswathy Villas,"Chinese, North Indian, South Indian",Theni Locality,4.1,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
593,theni,https://www.swiggy.com/restaurants/hotel-kodeeswaran-samatharmapuram-theni-locality-theni-423265,Hotel Kodeeswaran,"Desserts, Chinese, South Indian",Theni Locality,4.4,₹200 for two,500+ ratings,40% OFF UPTO ₹80; Free CHILYPORATA; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
594,theni,https://www.swiggy.com/restaurants/burger-bites-cumbum-main-road-theni-locality-theni-596556,Burger Bites,"Fast Food, North Indian, Desserts",Theni Locality,4.3,₹300 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
595,theni,https://www.swiggy.com/restaurants/ridha-pizzeria-periyakulam-main-rd-theni-theni-704654,Ridha Pizzeria,"Pizzas, Chinese, Italian, Fast Food",Theni,4.4,₹600 for two,50+ ratings,FLAT 10% OFF; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; FLAT 10% OFF
596,theni,https://www.swiggy.com/restaurants/pragalathans-mega-bite-nrt-road-theni-locality-theni-368692,Pragalathan'S Mega Bite,"Chinese, Burgers, Pizzas",Theni Locality,3.8,₹250 for two,500+ ratings,60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
597,tezpur,https://www.swiggy.com/restaurants/pizza-hut-main-road-tezpur-locality-tezpur-413818,Pizza Hut,Pizzas,Tezpur Locality,4.1,₹350 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
598,theni,https://www.swiggy.com/restaurants/mi-pizza-cumbum-main-road-theni-locality-theni-596549,MI Pizza,"Chinese, Pizzas",Theni Locality,4.2,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
599,theni,https://www.swiggy.com/restaurants/pizza-hot-madurai-higway-theni-locality-theni-662730,Pizza Hot,"Pizzas, Snacks, Fast Food, Beverages",Theni Locality,4.1,₹200 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
600,theni,https://www.swiggy.com/restaurants/karnas-eshwar-family-restaurant-periyakulam-road-theni-locality-theni-561846,Karna's Eshwar Family Restaurant,"Chinese, North Indian, South Indian, Biryani",Theni Locality,4.1,₹300 for two,1K+ ratings,60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
601,theni,https://www.swiggy.com/restaurants/kathhir-annachi-kadai-nrt-road-theni-locality-theni-198138,Kathhir Annachi kadai,"Chinese, North Indian, South Indian, Ice Cream, Biryani",Theni Locality,4.2,₹150 for two,10K+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
602,thiruvalla,https://www.swiggy.com/restaurants/hotel-diana-aban-junction-pathanamthitta-thiruvalla-496226,Hotel Diana,"Chinese, North Indian, South Indian",Pathanamthitta,3.7,₹250 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
603,thiruvalla,https://www.swiggy.com/restaurants/chickies-the-chip-shop-aranmula-circle-pathanamthitta-zone-thiruvalla-706772,Chickies The Chip Shop,"Fast Food, Snacks, Burgers",Pathanamthitta Zone,4.4,₹299 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
604,thiruvalla,https://www.swiggy.com/restaurants/habibee-thazhevettippuram-pathanamthitta-thiruvalla-492714,Habibee,"Arabian, American, Beverages, Ice Cream",Pathanamthitta,3.9,₹250 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
605,theni,https://www.swiggy.com/restaurants/piazza-aranmanai-pudhur-road-theni-locality-theni-657183,Piazza,"Pizzas, Italian, Beverages",Theni Locality,3.7,₹250 for two,10+ ratings,40% OFF UPTO ₹80; FLAT 40% OFF; FLAT ₹250 OFF; 25% OFF UPTO ₹120; 40% OFF UPTO ₹120
606,thiruvalla,https://www.swiggy.com/restaurants/buddies-bakers-puthencavu-chengannur-thiruvalla-523137,Buddies Bakers,Beverages,Chengannur,3.9,₹250 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
607,thiruvalla,https://www.swiggy.com/restaurants/amani-arabian-restaurant-central-junction-pathanamthitta-thiruvalla-485163,Amani Arabian Restaurant,"Chinese, North Indian, South Indian, Burgers, Ice Cream, Pizzas, Biryani",Pathanamthitta,4,₹200 for two,1K+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
608,thiruvalla,https://www.swiggy.com/restaurants/little-bytes-restaurant-private-bus-stand-pathanamthitta-thiruvalla-601080,Little Bytes Restaurant,"Beverages, Ice Cream, Desserts",Pathanamthitta,4.4,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
609,thiruvalla,https://www.swiggy.com/restaurants/new-ever-green-continental-aranmula-circle-pathanamthitta-thiruvalla-623293,New Ever Green Continental,"Tandoor, Chinese, Indian",Pathanamthitta,3.8,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
610,thiruvalla,https://www.swiggy.com/restaurants/plated-athazhevetti-pathanamthitta-thiruvalla-629274,Plated,"Arabian, American",Pathanamthitta,3.9,₹300 for two,100+ ratings,30% OFF UPTO ₹75; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; FLAT ₹175 OFF
611,thiruvallur,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-koil-street-vengal-thiruvallur-388842,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",Vengal,4.4,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
612,thiruvalla,https://www.swiggy.com/restaurants/lahab-yemen-mandi-aranmula-circle-pathanamthitta-zone-thiruvalla-698040,Lahab Yemen Mandi,Arabian,Pathanamthitta Zone,3.8,₹250 for two,50+ ratings,FLAT 25% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
613,thiruvallur,https://www.swiggy.com/restaurants/five-star-chicken-vengathur-vengal-thiruvallur-471225,Five Star Chicken,Burgers,Vengal,4,₹150 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
614,thiruvallur,https://www.swiggy.com/restaurants/hotel-ganga-cv-naidu-salai-vengal-thiruvallur-634211,Hotel Ganga,"South Indian, Chinese, Tandoor, North Indian",Vengal,4.4,₹250 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
615,thiruvallur,https://www.swiggy.com/restaurants/sri-krishna-sweets-hariram-nagar-poonga-nagar-thiruvallur-114216,Sri Krishna Sweets,"Sweets, Snacks, Street Food",Poonga Nagar,4.3,₹200 for two,100+ ratings,20% OFF UPTO ₹50; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
616,thiruvalla,https://www.swiggy.com/restaurants/amani-jooz-hub-central-junction-pathanamthitta-thiruvalla-633727,Amani Jooz Hub,Indian,Pathanamthitta,3.7,₹100 for two,500+ ratings,20% OFF UPTO ₹50; Free Free Delight; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
617,thiruvallur,https://www.swiggy.com/restaurants/fb-cakes-j-n-road-vengal-thiruvallur-337204,FB Cakes,Bakery,Vengal,4.1,₹400 for two,500+ ratings,FLAT 60% OFF; 40% OFF UPTO ₹80; FLAT ₹100 OFF; FLAT 15% OFF; 40% OFF UPTO ₹120
618,thiruvallur,https://www.swiggy.com/restaurants/tea-time-appasamy-salai-poonga-nagar-thiruvallur-458641,Tea Time,"Beverages, Snacks",Poonga Nagar,4.6,₹250 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
619,thiruvarur,https://www.swiggy.com/restaurants/hotel-aruns-mannargudi-road-vilamal-thiruvarur-585371,Hotel Arun's,"South Indian, Desserts, Beverages",Vilamal,3.9,₹150 for two,500+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
620,thiruvarur,https://www.swiggy.com/restaurants/royal-food-corner-north-main-street-thiruvarur-locality-thiruvarur-455198,Royal Food Corner,"Chinese, North Indian, South Indian, Biryani",Thiruvarur Locality,4,₹200 for two,1K+ ratings,40% OFF UPTO ₹80; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
621,thiruvarur,https://www.swiggy.com/restaurants/chennai-kulfi-mayiladuthurai-main-road-thiruvarur-locality-thiruvarur-539718,Chennai Kulfi,"Ice Cream, Chinese, Fast Food, Beverages",Thiruvarur Locality,3.9,₹250 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
622,thiruvallur,https://www.swiggy.com/restaurants/perambur-sri-srinivasa-sweets-and-snacks-naidu-salai-vengal-thiruvallur-248721,Perambur Sri Srinivasa Sweets and Snacks,"South Indian, North Indian, Sweets",Vengal,4.4,₹300 for two,10K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
623,thiruvarur,https://www.swiggy.com/restaurants/thaadiwala-restaurant-senthamangalam-main-road-thiruvarur-locality-thiruvarur-495936,Thaadiwala Restaurant,"Chinese, North Indian",Thiruvarur Locality,3.7,₹250 for two,500+ ratings,60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
624,thiruvarur,https://www.swiggy.com/restaurants/sri-bagavthi-mess-gandhi-salai-thiruvarur-locality-thiruvarur-598542,Sri Bagavthi Mess,"North Indian, Chinese, Biryani, Snacks",Thiruvarur Locality,4.1,₹150 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
625,thiruvarur,https://www.swiggy.com/restaurants/hotel-annachis-mannargudi-road-thiruvarur-locality-thiruvarur-455287,Hotel Annachi'S,"Chinese, North Indian, South Indian, Ice Cream",Thiruvarur Locality,3.9,₹250 for two,1K+ ratings,40% OFF UPTO ₹80; Free Free Delight; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
626,thiruvarur,https://www.swiggy.com/restaurants/aruns-bakery-and-sweets-ktr-nagar-thiruvarur-locality-thiruvarur-585370,Arun's Bakery & Sweets,"Bakery, Sweets, Snacks, Beverages",Thiruvarur Locality,4.3,₹150 for two,100+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
627,thoothukudi,https://www.swiggy.com/restaurants/bocs-pizza-pol-pettai-east-polepettai-thoothukudi-682065,Bocs Pizza,Indian,Polepettai,4.3,₹400 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
628,thiruvarur,https://www.swiggy.com/restaurants/arabian-pizza-and-cakes-azad-road-thiruvarur-locality-thiruvarur-492735,Arabian Pizza And Cakes,"Pizzas, Bakery, American",Thiruvarur Locality,3.8,₹250 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
629,thoothukudi,https://www.swiggy.com/restaurants/royal-restaurant-ettayapuram-main-road-meenakshipuram-thoothukudi-459182,Royal Restaurant,"Biryani, Indian, Chinese, Arabian",Meenakshipuram,3.8,₹200 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
630,thoothukudi,https://www.swiggy.com/restaurants/pizza-house-v-e-road-meenakshipuram-thoothukudi-511621,Pizza House,"Pizzas, Fast Food, Snacks, Ice Cream",Meenakshipuram,3.3,₹200 for two,10+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
631,thoothukudi,https://www.swiggy.com/restaurants/grill-n-chill-vvd-main-road-polepettai-thoothukudi-693457,Grill 'N' Chill,"Chinese, Snacks, Biryani",Polepettai,3.7,₹200 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
632,thoothukudi,https://www.swiggy.com/restaurants/aasife-biriyani-v-v-d-main-raod-meenakshipuram-thoothukudi-512482,Aasife Biriyani,"Desserts, Chinese, North Indian, South Indian, Ice Cream, Biryani",Meenakshipuram,4.1,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
633,thoothukudi,https://www.swiggy.com/restaurants/classic-rider-cafe-v-e-road-meenakshipuram-thoothukudi-657078,Classic Rider Cafe,"Snacks, Fast Food, Desserts",Meenakshipuram,3.1,₹200 for two,20+ ratings,25% OFF UPTO ₹65; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
634,thoothukudi,https://www.swiggy.com/restaurants/kfc-gin-factory-road-meenakshipuram-thoothukudi-167574,KFC,"Burgers, Biryani, American, Snacks, Fast Food",Meenakshipuram,4.2,₹400 for two,5K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
635,thoothukudi,https://www.swiggy.com/restaurants/grace-restaurant-jeyaraj-road-meenakshipuram-thoothukudi-210770,Grace Restaurant,"Desserts, Chinese, North Indian, South Indian, Biryani",Meenakshipuram,4.1,₹300 for two,1K+ ratings,FLAT 30% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
636,thoothukudi,https://www.swiggy.com/restaurants/sangamithra-multi-cuisine-palai-road-meenakshipuram-thoothukudi-142339,Sangamithra Multi Cuisine,"Biryani, Chinese, North Indian, Beverages, Indian",Meenakshipuram,4.2,₹300 for two,10K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
637,thoothukudi,https://www.swiggy.com/restaurants/siron-juice-park-palayakottai-road-meenakshipuram-thoothukudi-142348,Siron Juice Park,"Desserts, Ice Cream, Pizzas, Biryani",Meenakshipuram,4.2,₹150 for two,10K+ ratings,60% OFF UPTO ₹120; Free Free Delight; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
638,thrissur,https://www.swiggy.com/restaurants/dessi-cuppa-kattoor-road-irinjalakuda-thrissur-403615,Dessi Cuppa,Ice Cream,Irinjalakuda,4.5,₹299 for two,100+ ratings,15% OFF UPTO ₹45; FLAT 20% OFF; FLAT ₹250 OFF; 20% OFF UPTO ₹120; 40% OFF UPTO ₹120
639,thrissur,https://www.swiggy.com/restaurants/the-burger-junction-sakthan-thampuran-nagar-koorkencherry-thrissur-404109,The Burger Junction,"American, Beverages",Koorkencherry,4.4,₹500 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
640,thrissur,https://www.swiggy.com/restaurants/shawarmer-circle-chalakudy-thrissur-615187,Shawarmer,"Arabian, Snacks",Chalakudy,3.8,₹300 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
641,thrissur,https://www.swiggy.com/restaurants/juicy-chalakudy-road-irinjalakuda-thrissur-568438,Juicy,Ice Cream,Irinjalakuda,4.2,₹150 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
642,thrissur,https://www.swiggy.com/restaurants/burger-lounge-chandakunnu-irinjalakuda-thrissur-403227,Burger Lounge,"Burgers, Ice Cream",Irinjalakuda,4.3,₹299 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
643,thrissur,https://www.swiggy.com/restaurants/alibaba-and-41-dishes-marathakara-village-ollur-thrissur-358137,Alibaba & 41 Dishes,"Chinese, North Indian, South Indian, Ice Cream, Biryani",Ollur,3.6,₹300 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
644,thrissur,https://www.swiggy.com/restaurants/baskin-robbins-ice-cream-desserts-palm-square-irinjalakuda-thrissur-428686,Baskin Robbins - Ice Cream Desserts,"Desserts, Ice Cream",Irinjalakuda,4.3,₹250 for two,100+ ratings,20% OFF UPTO ₹50; FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
645,thrissur,https://www.swiggy.com/restaurants/soofi-mandi-angels-nagar-ollur-thrissur-480997,Soofi Mandi,Chinese,Ollur,4.3,₹499 for two,1K+ ratings,15% OFF UPTO ₹45; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
646,thrissur,https://www.swiggy.com/restaurants/kfc-kodungallur-road-irinjalakuda-thrissur-379751,KFC,"Burgers, Biryani, American, Snacks, Fast Food",Irinjalakuda,3.9,₹400 for two,1K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
647,tiptur,https://www.swiggy.com/restaurants/engineers-cafe-vidya-nagar-tiptur-locality-tiptur-666763,Engineer's Cafe,"Snacks, Burgers, Chinese",Tiptur Locality,4.2,₹150 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
648,tiptur,https://www.swiggy.com/restaurants/the-pizza-land-b-h-road-tiptur-locality-tiptur-657617,The Pizza Land,"Pizzas, Burgers, Bakery",Tiptur Locality,4.4,₹250 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
649,tiptur,https://www.swiggy.com/restaurants/malgudi-days-hassan-road-tiptur-locality-tiptur-184239,Malgudi Days,"Chinese, North Indian, South Indian, Biryani",Tiptur Locality,3.8,₹250 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
650,tiptur,https://www.swiggy.com/restaurants/bombespecialcafe-unnamed-road-tiptur-tiptur-738422,Bombespecialcafe,Snacks,Tiptur,3.5,₹250 for two,7 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
651,thodupuzha,https://www.swiggy.com/restaurants/zaan-grills-4-line-road-thodupuzha-thodupuzha-698039,Zaan Grills,"Arabian, Turkish, Grill, Chinese",Thodupuzha,3.8,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
652,thodupuzha,https://www.swiggy.com/restaurants/malabar-village-food-court-thodupuzha-thodupuzha-629576,Malabar Village Food Court,"Indian, Biryani, Chinese, North Indian, South Indian",Thodupuzha,4,₹590 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
653,tiptur,https://www.swiggy.com/restaurants/pizza-cafe-hassan-circle-tiptur-locality-tiptur-184216,Pizza Cafe,"Pastas, Chinese, Burgers, Ice Cream, Pizzas",Tiptur Locality,3.7,₹200 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
654,thodupuzha,https://www.swiggy.com/restaurants/grill-n-chill-chinna-waltair-main-road-thodupuzha-thodupuzha-646425,Grill 'n' Chill,"Snacks, Fast Food, Beverages",Thodupuzha,4,₹250 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
655,thodupuzha,https://www.swiggy.com/restaurants/fruit-bae-moolamattom-road-thodupuzha-thodupuzha-597259,Fruit Bae,"Desserts, Ice Cream",Thodupuzha,4.3,₹350 for two,100+ ratings,20% OFF UPTO ₹50; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
656,thodupuzha,https://www.swiggy.com/restaurants/shawarmashi-thodupuzha-thodupuzha-411508,Shawarmashi,Arabian,Thodupuzha,4.2,₹99 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
657,thodupuzha,https://www.swiggy.com/restaurants/kfc-verumkal-square-thodupuzha-thodupuzha-468259,KFC,"Burgers, Biryani, American, Snacks, Fast Food",Thodupuzha,4.1,₹400 for two,500+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
