id,city_name,restaurant_url,restaurant_name,restaurant_cuisines,restaurant_locality,restaurant_rating,cost_for_two,count_of_ratings,offers
1171,sehore,https://www.swiggy.com/restaurants/krispy-tadka-mahila-polytechnic-college-sehore-locality-sehore-251499,Krispy Tadka,"Chinese, Indian, North Indian, Pizzas, South Indian",Sehore Locality,3.9,₹150 for two,1K+ ratings,Free Green Salad; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1172,sawai-madhopur,https://www.swiggy.com/restaurants/a-one-cafe-bajariya-central-sawai-madhopur-sawai-madhopur-682316,A-One Cafe,"Cafe, Fast Food, Burgers, Pizzas, Desserts, Beverages",Central Sawai Madhopur,4.3,₹198 for two,100+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1173,sawai-madhopur,https://www.swiggy.com/restaurants/food-circle-bajariya-central-sawai-madhopur-sawai-madhopur-207132,Food Circle,"Chinese, Continental, Desserts, North Indian, South Indian",Central Sawai Madhopur,3.8,₹200 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1174,sawai-madhopur,https://www.swiggy.com/restaurants/shri-ram-bhojnalaya-adinath-nagar-sawai-madhopur-207484,Shri Ram Bhojnalaya,"North Indian, Pizzas, Snacks, Chinese",Adinath Nagar,3.4,₹100 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1175,sawai-madhopur,https://www.swiggy.com/restaurants/south-indian-madrasi-dosa-central-sawai-madhopur-sawai-madhopur-207306,south indian Madrasi Dosa,South Indian,Central Sawai Madhopur,4.2,₹100 for two,500+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1176,shamli,https://www.swiggy.com/restaurants/narula-bakery-naya-bazar-kaka-nagar-shamli-494189,Narula Bakery,"Bakery, Fast Food, Snacks, Desserts",Kaka Nagar,3.2,₹300 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1177,shamli,https://www.swiggy.com/restaurants/veer-ji-malai-chaap-wale-shamli-budhana-road-kaka-nagar-shamli-636536,Veer ji malai chaap wale shamli,"North Indian, Snacks, Indian",Kaka Nagar,3.8,₹287 for two,100+ ratings,20% OFF UPTO ₹50; Free parantha; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1178,sawai-madhopur,https://www.swiggy.com/restaurants/thikana-cafe-ranthambor-road-central-sawai-madhopur-sawai-madhopur-245396,Thikana Cafe,"Pastas, Burgers, Ice Cream, Pizzas",Central Sawai Madhopur,3.6,₹150 for two,100+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1179,shamli,https://www.swiggy.com/restaurants/vip-dosa-cafe-dhimanpura-kaka-nagar-shamli-494596,VIP Dosa Cafe,"South Indian, Chinese, Snacks, Desserts",Kaka Nagar,3.7,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1180,shamli,https://www.swiggy.com/restaurants/vegan-pizza-sf-food-msk-road-kaka-nagar-shamli-495678,Vegan Pizza (Sf Food),Pizzas,Kaka Nagar,4.3,₹400 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1181,shamli,https://www.swiggy.com/restaurants/choudhary-pal-dhaba-nagar-kaka-nagar-shamli-573200,Choudhary Pal Dhaba,"North Indian, Indian, Salads",Kaka Nagar,3.5,₹250 for two,100+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹80; Free Plain salad; FLAT ₹150 OFF; 40% OFF UPTO ₹120
1182,shamli,https://www.swiggy.com/restaurants/utopian-dosa-vp-complex-kaka-nagar-shamli-703237,Utopian Dosa,"South Indian, Thalis",Kaka Nagar,,₹99 for two,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1183,shamli,https://www.swiggy.com/restaurants/happy-hours-cafe-msk-road-palika-praisad-shamli-494191,Happy hours cafe,"North Indian, Snacks, American, Chinese, Fast Food, Beverages",Palika Praisad,3.6,₹400 for two,100+ ratings,60% OFF UPTO ₹120; Free FREEBIE; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1184,shamli,https://www.swiggy.com/restaurants/classic-pizza-gohrini-road-kaka-nagar-shamli-495685,Classic Pizza,"American, Italian",Kaka Nagar,4,₹300 for two,100+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1185,shamli,https://www.swiggy.com/restaurants/chai-sutta-bar-mill-road-shamli-locality-shamli-495660,Chai Sutta Bar,"Pizzas, Fast Food, Beverages",Shamli Locality,3.9,₹300 for two,100+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1186,shamli,https://www.swiggy.com/restaurants/vadapav-king-nala-patri-kaka-nagar-shamli-581053,Vadapav King,"Street Food, Snacks, Fast Food",Kaka Nagar,5,₹170 for two,7 ratings,20% OFF UPTO ₹50; Free FREEBIE; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1187,rourkela,https://www.swiggy.com/restaurants/the-london-shakes-1950-sundargarn-civil-township-rourkela-694524,The London Shakes 1950,"Beverages, Pizzas, Burgers",Civil Township,4.2,₹250 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1188,rourkela,https://www.swiggy.com/restaurants/chicago-pizza-bank-colony-civil-township-rourkela-694692,Chicago Pizza,Indian,Civil Township,4.3,₹250 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1189,ropar,https://www.swiggy.com/restaurants/creative-foods-dashmesh-nagar-gugga-mari-mohalla-ropar-179348,Creative Foods,"Chinese, Continental",Gugga Mari Mohalla,4.3,₹250 for two,5K+ ratings,40% OFF UPTO ₹80; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; FLAT ₹175 OFF
1190,ropar,https://www.swiggy.com/restaurants/shagun-dhaba-rupnagar-abhepur-beli-ropar-198977,Shagun Dhaba,North Indian,Abhepur Beli,4.1,₹200 for two,1K+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1191,rourkela,https://www.swiggy.com/restaurants/mba-chai-wala-civil-township-raghunathpali-rourkela-650171,MBA Chai Wala,"Fast Food, Snacks, Italian-American, Chinese",Raghunathpali,3.6,₹10 for two,20+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1192,rayachoty,https://www.swiggy.com/restaurants/lazeez-food-court-raju-colony-saraswathinagar-rayachoty-521227,Lazeez food court,"Fast Food, Pizzas, Snacks, Arabian, Haleem",Saraswathinagar,3.5,₹200 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1193,ropar,https://www.swiggy.com/restaurants/new-pizza-planet-dashmesh-nagar-giani-zail-singh-nagar-ropar-198986,New Pizza Planet,"Pizzas, Snacks, Chinese",Giani Zail Singh Nagar,4.3,₹250 for two,1K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1194,rayachoty,https://www.swiggy.com/restaurants/hungry-fast-food-restaurant-bos-nagar-saraswathinagar-rayachoty-629344,Hungry Fast Food Restaurant,"Chinese, Fast Food, Burgers, Pizzas",Saraswathinagar,4.5,₹250 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1195,rewa,https://www.swiggy.com/restaurants/winni-cakes-and-more-narendra-nagar-rewa-local-rewa-535722,Winni Cakes & More,"Bakery, Fast Food, Italian, Desserts",Rewa Local,3.1,₹299 for two,100+ ratings,30% OFF UPTO ₹75; FLAT ₹150 OFF; FLAT ₹250 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1196,rayachoty,https://www.swiggy.com/restaurants/paradise-pizza-trunk-road-saraswathinagar-rayachoty-503941,Paradise Pizza,"Pizzas, Fast Food, Desserts, Beverages",Saraswathinagar,3.3,₹250 for two,50+ ratings,15% OFF UPTO ₹45; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1197,rayachoty,https://www.swiggy.com/restaurants/swaad-restaurant-bangla-circle-saraswathinagar-rayachoty-203854,Swaad Restaurant,Biryani,Saraswathinagar,3.7,₹300 for two,5K+ ratings,FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1198,ranibennur,https://www.swiggy.com/restaurants/basaveshwara-swamy-dhaba-ashok-nagar-umashankar-nagar-ranibennur-206620,Basaveshwara Swamy Dhaba,"South Indian, North Indian",Umashankar Nagar,4.2,Currently,100+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1199,ranibennur,https://www.swiggy.com/restaurants/new-basaveshwar-swamy-dhaba-ashoka-nagar-umashankar-nagar-ranibennur-266433,New Basaveshwar Swamy Dhaba,"Chinese, North Indian, Biryani",Umashankar Nagar,3.9,Currently,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1200,ranibennur,https://www.swiggy.com/restaurants/cafe-forrest-siddhi-kusagur-building-umashankar-nagar-ranibennur-751062,Cafe Forrest,Bakery,Umashankar Nagar,,₹250 for two,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1201,rewa,https://www.swiggy.com/restaurants/kaati-zone-rolls-and-wraps-hedgewar-nagar-amaiya-colony-rewa-605555,Kaati Zone Rolls & Wraps,"Fast Food, Bengali, Beverages, Desserts",Amaiya Colony,2,₹200 for two,20+ ratings,40% OFF UPTO ₹80; FLAT ₹125 OFF; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1202,ranibennur,https://www.swiggy.com/restaurants/shri-shivashankar-dhaba-umashankar-nagar-ranebennur-locality-ranibennur-480923,Shri Shivashankar Dhaba,"Chinese, North Indian, Biryani",Ranebennur Locality,3.9,Currently,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1203,rewa,https://www.swiggy.com/restaurants/warmoven-cake-and-desserts-hedgewar-nagar-amaiya-colony-rewa-605632,WarmOven Cake & Desserts,"Bakery, Desserts, Ice Cream, Beverages",Amaiya Colony,3,₹200 for two,50+ ratings,50% OFF UPTO ₹100; FLAT ₹125 OFF; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1204,ranibennur,https://www.swiggy.com/restaurants/cinnamon-multi-cusine-lounge-restaurant-mrutyunjay-nagar-umashankar-nagar-ranibennur-206666,Cinnamon Multi Cusine Lounge Restaurant,"Chinese, North Indian, South Indian, Biryani",Umashankar Nagar,4.1,₹250 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1205,ratlam,https://www.swiggy.com/restaurants/sadda-adda-central-plaza-colony-ratlam-city-ratlam-706610,Sadda Adda,"Burgers, Snacks, Fast Food",Ratlam City,,₹300 for two,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1206,raniganj,https://www.swiggy.com/restaurants/baskin-robbins-ice-cream-desserts-nsb-road-raniganj-locality-raniganj-457639,Baskin Robbins - Ice Cream Desserts,"Desserts, Ice Cream",Raniganj Locality,4.4,₹250 for two,100+ ratings,20% OFF UPTO ₹50; FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1207,ratlam,https://www.swiggy.com/restaurants/indian-coffee-shoppe-kasturba-nagar-80-feet-road-ratlam-150756,Indian Coffee Shoppe,"Chinese, Beverages",80 Feet Road,4.4,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1208,ratlam,https://www.swiggy.com/restaurants/cake-corner-dongre-nagar-ratlam-city-ratlam-662074,Cake Corner,Indian,Ratlam City,3.6,₹399 for two,8 ratings,FLAT 30% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1209,rangia,https://www.swiggy.com/restaurants/dominos-pizza-shantipur-pb-road-rangia-606005,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",PB Road,4.4,₹400 for two,20+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1210,ratlam,https://www.swiggy.com/restaurants/swad-delight-restaurant-railway-colony-shastri-nagar-ratlam-217156,Swad Delight Restaurant,"North Indian, Chinese, Beverages",Shastri Nagar,3.5,₹250 for two,1K+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; Free Free Delight; FLAT ₹150 OFF; 40% OFF UPTO ₹120
1211,ratlam,https://www.swiggy.com/restaurants/swad-exotica-ajanta-talkies-road-shastri-nagar-ratlam-145060,Swad Exotica,"North Indian, Mexican, Continental, Chinese, Beverages",Shastri Nagar,3.8,₹250 for two,1K+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; Free Free Delight; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1212,ratlam,https://www.swiggy.com/restaurants/cafe-maple-new-road-shastri-nagar-ratlam-145061,Cafe Maple,Chinese,Shastri Nagar,3.8,₹200 for two,500+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1213,ratlam,https://www.swiggy.com/restaurants/the-chai-shala-jawahar-nagar-ratlam-locality-ratlam-194157,The Chai Shala,"Beverages, Italian, Snacks",Ratlam Locality,3,₹150 for two,100+ ratings,FLAT ₹125 OFF; 30% OFF UPTO ₹75; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1214,ratlam,https://www.swiggy.com/restaurants/krishna-fast-food-and-restaurant-metu-plaza-do-batti-chouraha-ratlam-443904,Krishna Fast Food & Restaurant,"Indian, Tandoor, Chinese, South Indian, Beverages",Do Batti Chouraha,3.6,₹199 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; Free Free Delight; FLAT ₹150 OFF; 40% OFF UPTO ₹200
1215,raniganj,https://www.swiggy.com/restaurants/gourmet-ice-cream-cakes-by-baskin-robbins-nsb-road-raniganj-raniganj-704032,Gourmet Ice Cream Cakes by Baskin Robbins,"Desserts, Ice Cream",RANIGANJ,,₹250 for two,,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1216,ratlam,https://www.swiggy.com/restaurants/la-pinoz-pizza-station-road-ratlam-ratlam-708400,La Pino'z Pizza,"Pizzas, Pastas, Beverages, Fast Food, Italian, Desserts",Ratlam,3.9,₹400 for two,100+ ratings,50% OFF UPTO ₹100; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1217,raniganj,https://www.swiggy.com/restaurants/balaji-restaurant-nsb-road-punjabi-more-raniganj-151539,Balaji Restaurant,South Indian,Punjabi More,3.9,₹150 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1218,raniganj,https://www.swiggy.com/restaurants/baskin-robbins-happyness-shakes-nsb-road-pashcim-bardhman-raniganj-561968,Baskin Robbins Happyness Shakes,"Beverages, Desserts",Pashcim Bardhman,,₹250 for two,Too Few Ratings,30% OFF UPTO ₹75; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1219,raniganj,https://www.swiggy.com/restaurants/zaika-restaurant-sashghuria-park-raniganj-locality-raniganj-217004,Zaika Restaurant,"North Indian, Chinese, South Indian",Raniganj Locality,3.5,₹250 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1220,raniganj,https://www.swiggy.com/restaurants/fnp-cakes-by-ferns-n-petals-nehru-rd-raniganj-raniganj-722313,FNP Cakes By Ferns N Petals,"Bakery, Desserts",Raniganj,,₹499 for two,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1221,raniganj,https://www.swiggy.com/restaurants/hot-momos-rajbari-more-amkula-raniganj-571011,Hot Momos,Chinese,Amkula,3.8,₹200 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1222,raniganj,https://www.swiggy.com/restaurants/theque-nsb-road-raniganj-747930,THEQUE,"North Indian, Chinese, Biryani",NSB Road,4.5,₹350 for two,6 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1223,rangpo,https://www.swiggy.com/restaurants/dominos-pizza-chanatar-rahmat-nagar-rangpo-424219,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",Rahmat Nagar,3.4,₹400 for two,10+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1224,ranibennur,https://www.swiggy.com/restaurants/one-bite-sriram-nagar-raniganj-ranibennur-668537,One Bite	,"Beverages, Snacks, Bakery",Raniganj,3.6,₹200 for two,50+ ratings,FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1225,ranibennur,https://www.swiggy.com/restaurants/sundama-bale-puri-old-magod-road-umashankar-nagar-ranibennur-246647,Sundama Bale Puri,Chaat,Umashankar Nagar,4.4,₹70 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1226,ranibennur,https://www.swiggy.com/restaurants/aayat-hotel-pb-road-umashankar-nagar-ranibennur-502279,Aayat Hotel,"North Indian, Chinese, Biryani",Umashankar Nagar,3.8,₹250 for two,100+ ratings,50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1227,ranibennur,https://www.swiggy.com/restaurants/us-pizza-and-fried-chicken-kaki-enclave-umashankar-nagar-ranibennur-432984,Us Pizza And Fried Chicken,"Chinese, Burgers, Ice Cream, Pizzas",Umashankar Nagar,3.8,₹250 for two,100+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1228,ranibennur,https://www.swiggy.com/restaurants/sharadhi-chaats-and-tiffins-pb-road-umashankar-nagar-ranibennur-510752,Sharadhi Chaats & Tiffins,"Chinese, South Indian, Burgers, Pizzas",Umashankar Nagar,4.1,₹220 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1229,rewa,https://www.swiggy.com/restaurants/momo-zone-the-momo-company-hedgewar-nagar-amaiya-colony-rewa-608144,Momo Zone - The Momo Company,"Chinese, Tibetan, Fast Food",Amaiya Colony,2.9,₹150 for two,20+ ratings,40% OFF UPTO ₹80; FLAT ₹125 OFF; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1230,rewa,https://www.swiggy.com/restaurants/pind-balluchi-university-rood-rewa-local-rewa-531617,Pind Balluchi,"Indian, North Indian, Desserts",Rewa Local,3.6,₹400 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1231,rewa,https://www.swiggy.com/restaurants/popular-fresh-momos-n-more-martand-school-road-university-rood-rewa-448915,Popular Fresh Momos 'n' More,"Chinese, Indian",University Rood,3.2,₹200 for two,100+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1232,rewa,https://www.swiggy.com/restaurants/biggies-burger-pts-road-rewa-local-rewa-720683,Biggies Burger,"American, Fast Food, Beverages",Rewa Local,4.2,₹300 for two,20+ ratings,10% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1233,rewa,https://www.swiggy.com/restaurants/al-baik-narendra-nagar-amaiya-colony-rewa-347601,Al-Baik,"North Indian, Fast Food, Mughlai, Snacks",Amaiya Colony,3.3,₹300 for two,500+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1234,rewa,https://www.swiggy.com/restaurants/haveli-restaurant-singh-colony-rewa-locality-rewa-278037,Haveli Restaurant,"Indian, North Indian, Biryani, Chinese, Tandoor",Rewa Locality,3.3,₹250 for two,500+ ratings,40% OFF UPTO ₹80; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1235,rewa,https://www.swiggy.com/restaurants/the-street-kitchen-narendra-nagar-amaiya-colony-rewa-123552,The Street Kitchen,"North Indian, Chinese, Tandoor, Mughlai, Beverages, Fast Food",Amaiya Colony,3.7,₹250 for two,10K+ ratings,50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1236,ratnagiri,https://www.swiggy.com/restaurants/cake-of-the-day-state-bank-colony-arogya-mandir-ratnagiri-240732,Cake Of The Day,Desserts,Arogya Mandir,4.1,₹100 for two,1K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1237,ratnagiri,https://www.swiggy.com/restaurants/brown-burger-co-nachne-link-road-ratnagiri-ratnagiri-671396,Brown Burger Co,"Burgers, Fast Food, Snacks, Beverages",Ratnagiri,3.5,₹300 for two,20+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1238,ratnagiri,https://www.swiggy.com/restaurants/the-fusion-pizza-nachane-link-road-ratnagiri-ratnagiri-730458,The Fusion Pizza,Pizzas,Ratnagiri,3.6,₹250 for two,20+ ratings,FLAT ₹151 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1239,ratnagiri,https://www.swiggy.com/restaurants/hotel-surabhi-trp-ganesh-colony-ratnagiri-ratnagiri-400886,Hotel Surabhi (TRP),"Chinese, North Indian, Biryani",Ratnagiri,4.1,₹200 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1240,ratnagiri,https://www.swiggy.com/restaurants/biryani-factory-ratnagiri-locality-ratnagiri-321212,Biryani Factory,"North Indian, Biryani",Ratnagiri Locality,4.3,₹200 for two,1K+ ratings,FLAT ₹125 OFF; 20% OFF UPTO ₹50; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1241,ratnagiri,https://www.swiggy.com/restaurants/one-bite-cafe-nagarparshid-ratnagiri-ratnagiri-395874,One Bite Cafe,"Pastas, Desserts, Burgers, Ice Cream, Pizzas",Ratnagiri,3.9,₹200 for two,100+ ratings,10% OFF UPTO ₹40; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1242,rayagada,https://www.swiggy.com/restaurants/fuudiee95-restaurant-panchabati-nagar-rayagada-rayagada-655206,Fuudiee95 Restaurant,"Chinese, North Indian, Biryani",Rayagada,3.8,Opening,20+ ratings,FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1243,rayagada,https://www.swiggy.com/restaurants/nasta-cafe-new-colony-1st-lane-rayagada-rayagada-655221,Nasta Cafe,North Indian,Rayagada,3.5,Opening,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1244,ratnagiri,https://www.swiggy.com/restaurants/cafe-cloud-rajiwada-abhyudhya-nagar-ratnagiri-311468,Cafe Cloud,"Chinese, Burgers, Ice Cream, Pizzas",Abhyudhya Nagar,4.2,₹150 for two,500+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1245,ratnagiri,https://www.swiggy.com/restaurants/good-luck-restaurant-mazgaon-road-state-bank-colony-ratnagiri-224019,Good Luck Restaurant,"Chinese, North Indian, Biryani",State Bank Colony,4,₹250 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; Free ManchowSoup; FLAT ₹150 OFF; 40% OFF UPTO ₹120
1246,raniganj,https://www.swiggy.com/restaurants/la-pizzario-nsb-road-raniganj-locality-raniganj-151550,La Pizzario,"Beverages, Pizzas",Raniganj Locality,3.9,₹200 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1247,raniganj,https://www.swiggy.com/restaurants/momos-cafe-bardahi-road-nsb-road-raniganj-739712,MOMO'S  CAFE,Chinese,NSB Road,,₹200 for two,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1248,ratlam,https://www.swiggy.com/restaurants/wrapstick-haat-road-ratlam-city-ratlam-514170,Wrapstick,"Fast Food, Snacks, Pizzas",Ratlam City,4.2,₹199 for two,100+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
