ID,City,Restaurant Name,Area Name,Cost for Two,Cuisines,Average Rating,Total Ratings,Is Open,Next Close Time,Aggregated Discount Info,Serviceability,Restaurant Link
4462,Pune,Kaka Halwai Sweet Centre,Erandwane,₹350 for two,Sweets,4.7,100+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kaka-halwai-sweet-centre-karve-road-erandwane-pune-178508
4463,Pune,M B Biryani House,Shivajinagar,₹250 for two,Biryani,4.1,50+,True,2023-09-01 23:30:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/m-b-biryani-house-pandav-nagar-shivajinagar-pune-571231
4464,Pune,Shiv Kailash,Koregaon Park,₹200 for two,"Beverages, Sweets",4.3,100+,True,2023-09-01 23:45:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shiv-kailash-cannaught-road-koregaon-park-pune-658748
4465,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
4466,Pune,JOGESHWARI MISAL AND BHEL,Koregaon Park,₹200 for two,"Indian, Snacks, Beverages, Sweets",4,2,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/jogeshwari-misal-and-bhel-dhole-patil-road-koregaon-park-pune-739758
4467,Pune,Cafe Irani	,Camp,₹200 for two,Indian,,,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-irani-mg-road-camp-pune-628230
4468,Pune,Aasing's Kitchen,Erandwane,₹150 for two,Continental,4.7,100+,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/aasings-kitchen-shantisheela-society-road-erandwane-pune-223507
4469,Pune,Arabian Bites,Camp,₹400 for two,"Arabian, Burgers, Cafe",4.2,20+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/arabian-bites-dastur-meher-road-camp-pune-676481
4470,Pune,Supreme Snacks,Erandwane,₹400 for two,Fast Food,3.8,500+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/supreme-snacks-karve-road-erandwane-pune-20702
4471,Pune,Dhaba Estd 1986 Delhi,Senapati Bapat Road,₹900 for two,Indian,4.3,500+,True,2023-09-01 23:30:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/dhaba-estd-1986-delhi-the-pavillion-mall-senapati-bapat-road-pune-53869
4472,Pune,Mamagoto,Senapati Bapat Road,₹800 for two,"Chinese, Asian",4.4,500+,True,2023-09-01 23:30:00,60% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/mamagoto-the-pavillion-mall-senapati-bapat-road-pune-53870
4473,Pune,Indiana Burgers,Kothrud,₹150 for two,"Burgers, American, Fast Food, Beverages, Desserts",4,500+,True,2023-09-02 05:00:00,40% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/indiana-burgers-karve-road-kothrud-pune-213655
4474,Pune,Express By Ab's,Kalyani Nagar,₹300 for two,"North Indian, Barbecue, Kebabs, Biryani",3.9,100+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/express-by-abs-kalyani-nagar-pune-268095
4475,Pune,Kaka Halwai Sweet Centre,Erandwane,₹350 for two,Sweets,4.7,100+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kaka-halwai-sweet-centre-karve-road-erandwane-pune-178508
4476,Pune,M B Biryani House,Shivajinagar,₹250 for two,Biryani,4.1,50+,True,2023-09-01 23:30:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/m-b-biryani-house-pandav-nagar-shivajinagar-pune-571231
4477,Pune,Shiv Kailash,Koregaon Park,₹200 for two,"Beverages, Sweets",4.3,100+,True,2023-09-01 23:45:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shiv-kailash-cannaught-road-koregaon-park-pune-658748
4478,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
4479,Pune,JOGESHWARI MISAL AND BHEL,Koregaon Park,₹200 for two,"Indian, Snacks, Beverages, Sweets",4,2,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/jogeshwari-misal-and-bhel-dhole-patil-road-koregaon-park-pune-739758
4480,Pune,Cafe Irani	,Camp,₹200 for two,Indian,,,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-irani-mg-road-camp-pune-628230
4481,Pune,Aasing's Kitchen,Erandwane,₹150 for two,Continental,4.7,100+,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/aasings-kitchen-shantisheela-society-road-erandwane-pune-223507
4482,Pune,Arabian Bites,Camp,₹400 for two,"Arabian, Burgers, Cafe",4.2,20+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/arabian-bites-dastur-meher-road-camp-pune-676481
4483,Pune,Supreme Snacks,Erandwane,₹400 for two,Fast Food,3.8,500+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/supreme-snacks-karve-road-erandwane-pune-20702
4484,Pune,Largo Pizzeria,Shivaji Nagar,₹600 for two,Pizzas,4.5,10+,True,2023-09-01 19:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/largo-pizzeria-prabhat-road-shivaji-nagar-pune-693690
4485,Pune,La Bouchee d'Or,Dhole Patil Road,₹400 for two,"Bakery, Desserts",4.6,1K+,True,2023-09-01 19:30:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/la-bouchee-dor-bund-garden-road-dhole-patil-road-pune-45668
4486,Pune,Mamagoto,Senapati Bapat Road,₹800 for two,"Chinese, Asian",4.4,500+,True,2023-09-01 23:30:00,60% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/mamagoto-the-pavillion-mall-senapati-bapat-road-pune-53870
4487,Pune,Indiana Burgers,Kothrud,₹150 for two,"Burgers, American, Fast Food, Beverages, Desserts",4,500+,True,2023-09-02 05:00:00,40% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/indiana-burgers-karve-road-kothrud-pune-213655
4488,Pune,Express By Ab's,Kalyani Nagar,₹300 for two,"North Indian, Barbecue, Kebabs, Biryani",3.9,100+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/express-by-abs-kalyani-nagar-pune-268095
4489,Pune,Tien,Shivaji Nagar,₹800 for two,"Japanese, Asian, Beverages, Sushi",4.4,1K+,True,2023-09-02 00:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/tien-model-colony-shivaji-nagar-pune-19480
4490,Pune,Kaka Halwai Sweet Centre,Erandwane,₹350 for two,Sweets,4.7,100+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kaka-halwai-sweet-centre-karve-road-erandwane-pune-178508
4491,Pune,M B Biryani House,Shivajinagar,₹250 for two,Biryani,4.1,50+,True,2023-09-01 23:30:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/m-b-biryani-house-pandav-nagar-shivajinagar-pune-571231
4492,Pune,Shiv Kailash,Koregaon Park,₹200 for two,"Beverages, Sweets",4.3,100+,True,2023-09-01 23:45:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shiv-kailash-cannaught-road-koregaon-park-pune-658748
4493,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
4494,Pune,JOGESHWARI MISAL AND BHEL,Koregaon Park,₹200 for two,"Indian, Snacks, Beverages, Sweets",4,2,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/jogeshwari-misal-and-bhel-dhole-patil-road-koregaon-park-pune-739758
4495,Pune,Cafe Irani	,Camp,₹200 for two,Indian,,,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-irani-mg-road-camp-pune-628230
4496,Pune,Aasing's Kitchen,Erandwane,₹150 for two,Continental,4.7,100+,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/aasings-kitchen-shantisheela-society-road-erandwane-pune-223507
4497,Pune,Arabian Bites,Camp,₹400 for two,"Arabian, Burgers, Cafe",4.2,20+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/arabian-bites-dastur-meher-road-camp-pune-676481
4498,Pune,Supreme Snacks,Erandwane,₹400 for two,Fast Food,3.8,500+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/supreme-snacks-karve-road-erandwane-pune-20702
4499,Pune,Largo Pizzeria,Shivaji Nagar,₹600 for two,Pizzas,4.5,10+,True,2023-09-01 19:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/largo-pizzeria-prabhat-road-shivaji-nagar-pune-693690
4500,Pune,La Bouchee d'Or,Dhole Patil Road,₹400 for two,"Bakery, Desserts",4.6,1K+,True,2023-09-01 19:30:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/la-bouchee-dor-bund-garden-road-dhole-patil-road-pune-45668
4501,Pune,Indiana Burgers,Kothrud,₹150 for two,"Burgers, American, Fast Food, Beverages, Desserts",4,500+,True,2023-09-02 05:00:00,40% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/indiana-burgers-karve-road-kothrud-pune-213655
4502,Pune,Express By Ab's,Kalyani Nagar,₹300 for two,"North Indian, Barbecue, Kebabs, Biryani",3.9,100+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/express-by-abs-kalyani-nagar-pune-268095
4503,Pune,Tien,Shivaji Nagar,₹800 for two,"Japanese, Asian, Beverages, Sushi",4.4,1K+,True,2023-09-02 00:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/tien-model-colony-shivaji-nagar-pune-19480
4504,Pune,Kaka Halwai Sweet Centre,Erandwane,₹350 for two,Sweets,4.7,100+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kaka-halwai-sweet-centre-karve-road-erandwane-pune-178508
4505,Pune,M B Biryani House,Shivajinagar,₹250 for two,Biryani,4.1,50+,True,2023-09-01 23:30:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/m-b-biryani-house-pandav-nagar-shivajinagar-pune-571231
4506,Pune,Shiv Kailash,Koregaon Park,₹200 for two,"Beverages, Sweets",4.3,100+,True,2023-09-01 23:45:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shiv-kailash-cannaught-road-koregaon-park-pune-658748
4507,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
4508,Pune,JOGESHWARI MISAL AND BHEL,Koregaon Park,₹200 for two,"Indian, Snacks, Beverages, Sweets",4,2,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/jogeshwari-misal-and-bhel-dhole-patil-road-koregaon-park-pune-739758
4509,Pune,Cafe Irani	,Camp,₹200 for two,Indian,,,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-irani-mg-road-camp-pune-628230
4510,Pune,Aasing's Kitchen,Erandwane,₹150 for two,Continental,4.7,100+,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/aasings-kitchen-shantisheela-society-road-erandwane-pune-223507
4511,Pune,Arabian Bites,Camp,₹400 for two,"Arabian, Burgers, Cafe",4.2,20+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/arabian-bites-dastur-meher-road-camp-pune-676481
4512,Pune,Supreme Snacks,Erandwane,₹400 for two,Fast Food,3.8,500+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/supreme-snacks-karve-road-erandwane-pune-20702
4513,Pune,Largo Pizzeria,Shivaji Nagar,₹600 for two,Pizzas,4.5,10+,True,2023-09-01 19:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/largo-pizzeria-prabhat-road-shivaji-nagar-pune-693690
4514,Pune,La Bouchee d'Or,Dhole Patil Road,₹400 for two,"Bakery, Desserts",4.6,1K+,True,2023-09-01 19:30:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/la-bouchee-dor-bund-garden-road-dhole-patil-road-pune-45668
4515,Pune,Shree Wadewale,Parvati,₹150 for two,"South Indian, Snacks",4.1,100+,True,2023-09-01 20:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/shree-wadewale-adarash-nagar-parvati-pune-381263
4516,Pune,Express By Ab's,Kalyani Nagar,₹300 for two,"North Indian, Barbecue, Kebabs, Biryani",3.9,100+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/express-by-abs-kalyani-nagar-pune-268095
4517,Pune,Kaka Halwai Sweet Centre,Erandwane,₹350 for two,Sweets,4.7,100+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kaka-halwai-sweet-centre-karve-road-erandwane-pune-178508
4518,Pune,M B Biryani House,Shivajinagar,₹250 for two,Biryani,4.1,50+,True,2023-09-01 23:30:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/m-b-biryani-house-pandav-nagar-shivajinagar-pune-571231
4519,Pune,Shiv Kailash,Koregaon Park,₹200 for two,"Beverages, Sweets",4.3,100+,True,2023-09-01 23:45:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shiv-kailash-cannaught-road-koregaon-park-pune-658748
4520,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
4521,Pune,JOGESHWARI MISAL AND BHEL,Koregaon Park,₹200 for two,"Indian, Snacks, Beverages, Sweets",4,2,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/jogeshwari-misal-and-bhel-dhole-patil-road-koregaon-park-pune-739758
4522,Pune,Cafe Irani	,Camp,₹200 for two,Indian,,,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-irani-mg-road-camp-pune-628230
4523,Pune,Aasing's Kitchen,Erandwane,₹150 for two,Continental,4.7,100+,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/aasings-kitchen-shantisheela-society-road-erandwane-pune-223507
4524,Pune,Arabian Bites,Camp,₹400 for two,"Arabian, Burgers, Cafe",4.2,20+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/arabian-bites-dastur-meher-road-camp-pune-676481
4525,Pune,Supreme Snacks,Erandwane,₹400 for two,Fast Food,3.8,500+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/supreme-snacks-karve-road-erandwane-pune-20702
4526,Pune,Largo Pizzeria,Shivaji Nagar,₹600 for two,Pizzas,4.5,10+,True,2023-09-01 19:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/largo-pizzeria-prabhat-road-shivaji-nagar-pune-693690
4527,Pune,La Bouchee d'Or,Dhole Patil Road,₹400 for two,"Bakery, Desserts",4.6,1K+,True,2023-09-01 19:30:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/la-bouchee-dor-bund-garden-road-dhole-patil-road-pune-45668
4528,Pune,Shree Wadewale,Parvati,₹150 for two,"South Indian, Snacks",4.1,100+,True,2023-09-01 20:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/shree-wadewale-adarash-nagar-parvati-pune-381263
4529,Pune,Hindavi Swarajya Special Tupatil Sabudane Wade,Shivajinagar,₹100 for two,"Snacks, Maharashtrian, Fast Food",4.4,100+,True,2023-09-01 19:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hindavi-swarajya-special-tupatil-sabudane-wade-jm-road-shivajinagar-pune-409927
4530,Pune,Cafe Chokolade,MG Road,₹120 for two,"Desserts, Ice Cream",4.6,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-chokolade-mg-road-pune-243711
4531,Pune,Tien,Shivaji Nagar,₹800 for two,"Japanese, Asian, Beverages, Sushi",4.4,1K+,True,2023-09-02 00:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/tien-model-colony-shivaji-nagar-pune-19480
4532,Pune,Kaka Halwai Sweet Centre,Erandwane,₹350 for two,Sweets,4.7,100+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kaka-halwai-sweet-centre-karve-road-erandwane-pune-178508
4533,Pune,M B Biryani House,Shivajinagar,₹250 for two,Biryani,4.1,50+,True,2023-09-01 23:30:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/m-b-biryani-house-pandav-nagar-shivajinagar-pune-571231
4534,Pune,Shiv Kailash,Koregaon Park,₹200 for two,"Beverages, Sweets",4.3,100+,True,2023-09-01 23:45:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shiv-kailash-cannaught-road-koregaon-park-pune-658748
4535,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
4536,Pune,JOGESHWARI MISAL AND BHEL,Koregaon Park,₹200 for two,"Indian, Snacks, Beverages, Sweets",4,2,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/jogeshwari-misal-and-bhel-dhole-patil-road-koregaon-park-pune-739758
4537,Pune,Cafe Irani	,Camp,₹200 for two,Indian,,,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-irani-mg-road-camp-pune-628230
4538,Pune,Aasing's Kitchen,Erandwane,₹150 for two,Continental,4.7,100+,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/aasings-kitchen-shantisheela-society-road-erandwane-pune-223507
4539,Pune,Arabian Bites,Camp,₹400 for two,"Arabian, Burgers, Cafe",4.2,20+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/arabian-bites-dastur-meher-road-camp-pune-676481
4540,Pune,Supreme Snacks,Erandwane,₹400 for two,Fast Food,3.8,500+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/supreme-snacks-karve-road-erandwane-pune-20702
4541,Pune,Largo Pizzeria,Shivaji Nagar,₹600 for two,Pizzas,4.5,10+,True,2023-09-01 19:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/largo-pizzeria-prabhat-road-shivaji-nagar-pune-693690
4542,Pune,La Bouchee d'Or,Dhole Patil Road,₹400 for two,"Bakery, Desserts",4.6,1K+,True,2023-09-01 19:30:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/la-bouchee-dor-bund-garden-road-dhole-patil-road-pune-45668
4543,Pune,Shree Wadewale,Parvati,₹150 for two,"South Indian, Snacks",4.1,100+,True,2023-09-01 20:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/shree-wadewale-adarash-nagar-parvati-pune-381263
4544,Pune,Hindavi Swarajya Special Tupatil Sabudane Wade,Shivajinagar,₹100 for two,"Snacks, Maharashtrian, Fast Food",4.4,100+,True,2023-09-01 19:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hindavi-swarajya-special-tupatil-sabudane-wade-jm-road-shivajinagar-pune-409927
4545,Pune,Cafe Chokolade,MG Road,₹120 for two,"Desserts, Ice Cream",4.6,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-chokolade-mg-road-pune-243711
4546,Pune,Kaka Halwai Sweet Centre,Erandwane,₹350 for two,Sweets,4.7,100+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kaka-halwai-sweet-centre-karve-road-erandwane-pune-178508
4547,Pune,M B Biryani House,Shivajinagar,₹250 for two,Biryani,4.1,50+,True,2023-09-01 23:30:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/m-b-biryani-house-pandav-nagar-shivajinagar-pune-571231
4548,Pune,Shiv Kailash,Koregaon Park,₹200 for two,"Beverages, Sweets",4.3,100+,True,2023-09-01 23:45:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shiv-kailash-cannaught-road-koregaon-park-pune-658748
4549,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
4550,Pune,JOGESHWARI MISAL AND BHEL,Koregaon Park,₹200 for two,"Indian, Snacks, Beverages, Sweets",4,2,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/jogeshwari-misal-and-bhel-dhole-patil-road-koregaon-park-pune-739758
4551,Pune,Cafe Irani	,Camp,₹200 for two,Indian,,,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-irani-mg-road-camp-pune-628230
4552,Pune,Aasing's Kitchen,Erandwane,₹150 for two,Continental,4.7,100+,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/aasings-kitchen-shantisheela-society-road-erandwane-pune-223507
4553,Pune,Arabian Bites,Camp,₹400 for two,"Arabian, Burgers, Cafe",4.2,20+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/arabian-bites-dastur-meher-road-camp-pune-676481
4554,Pune,Supreme Snacks,Erandwane,₹400 for two,Fast Food,3.8,500+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/supreme-snacks-karve-road-erandwane-pune-20702
4555,Pune,Largo Pizzeria,Shivaji Nagar,₹600 for two,Pizzas,4.5,10+,True,2023-09-01 19:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/largo-pizzeria-prabhat-road-shivaji-nagar-pune-693690
4556,Pune,La Bouchee d'Or,Dhole Patil Road,₹400 for two,"Bakery, Desserts",4.6,1K+,True,2023-09-01 19:30:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/la-bouchee-dor-bund-garden-road-dhole-patil-road-pune-45668
4557,Pune,Shree Wadewale,Parvati,₹150 for two,"South Indian, Snacks",4.1,100+,True,2023-09-01 20:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/shree-wadewale-adarash-nagar-parvati-pune-381263
4558,Pune,Hindavi Swarajya Special Tupatil Sabudane Wade,Shivajinagar,₹100 for two,"Snacks, Maharashtrian, Fast Food",4.4,100+,True,2023-09-01 19:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hindavi-swarajya-special-tupatil-sabudane-wade-jm-road-shivajinagar-pune-409927
4559,Pune,Cafe Chokolade,MG Road,₹120 for two,"Desserts, Ice Cream",4.6,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-chokolade-mg-road-pune-243711
4560,Pune,Kiosk Kaffee,Shivaji Nagar,₹350 for two,Beverages,4.4,20+,True,2023-09-01 23:00:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/kiosk-kaffee-apte-road-shivaji-nagar-pune-628451
4561,Pune,Shiv Kailash,Koregaon Park,₹200 for two,"Beverages, Sweets",4.3,100+,True,2023-09-01 23:45:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shiv-kailash-cannaught-road-koregaon-park-pune-658748
4562,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
4563,Pune,JOGESHWARI MISAL AND BHEL,Koregaon Park,₹200 for two,"Indian, Snacks, Beverages, Sweets",4,2,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/jogeshwari-misal-and-bhel-dhole-patil-road-koregaon-park-pune-739758
4564,Pune,Cafe Irani	,Camp,₹200 for two,Indian,,,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-irani-mg-road-camp-pune-628230
4565,Pune,Aasing's Kitchen,Erandwane,₹150 for two,Continental,4.7,100+,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/aasings-kitchen-shantisheela-society-road-erandwane-pune-223507
4566,Pune,Arabian Bites,Camp,₹400 for two,"Arabian, Burgers, Cafe",4.2,20+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/arabian-bites-dastur-meher-road-camp-pune-676481
4567,Pune,Supreme Snacks,Erandwane,₹400 for two,Fast Food,3.8,500+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/supreme-snacks-karve-road-erandwane-pune-20702
4568,Pune,Largo Pizzeria,Shivaji Nagar,₹600 for two,Pizzas,4.5,10+,True,2023-09-01 19:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/largo-pizzeria-prabhat-road-shivaji-nagar-pune-693690
4569,Pune,La Bouchee d'Or,Dhole Patil Road,₹400 for two,"Bakery, Desserts",4.6,1K+,True,2023-09-01 19:30:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/la-bouchee-dor-bund-garden-road-dhole-patil-road-pune-45668
4570,Pune,Shree Wadewale,Parvati,₹150 for two,"South Indian, Snacks",4.1,100+,True,2023-09-01 20:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/shree-wadewale-adarash-nagar-parvati-pune-381263
4571,Pune,Hindavi Swarajya Special Tupatil Sabudane Wade,Shivajinagar,₹100 for two,"Snacks, Maharashtrian, Fast Food",4.4,100+,True,2023-09-01 19:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hindavi-swarajya-special-tupatil-sabudane-wade-jm-road-shivajinagar-pune-409927
4572,Pune,Cafe Chokolade,MG Road,₹120 for two,"Desserts, Ice Cream",4.6,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-chokolade-mg-road-pune-243711
4573,Pune,Kiosk Kaffee,Shivaji Nagar,₹350 for two,Beverages,4.4,20+,True,2023-09-01 23:00:00,50% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/kiosk-kaffee-apte-road-shivaji-nagar-pune-628451
4574,Pune,House of Candy,Camp Area,₹400 for two,Desserts,,,True,2023-09-01 22:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/house-of-candy-moledina-road-camp-area-pune-518729
4575,Pune,Piazza pizza by Little Italy,Camp,₹950 for two,"Fast Food, Italian, Pizzas, Pastas, Desserts",3.9,100+,True,2023-09-01 22:30:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/piazza-pizza-by-little-italy-camp-pune-557080
4576,Pune,Shalini's Salads,Parvati,₹500 for two,Salads,4.4,20+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/shalinis-salads-aranyeshwar-padmavati-road-parvati-pune-553473
